,code,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
나이스망원,1287839428.0,젤라또21,아이스크림11,와인4,수제아이스크림3,초콜릿2,맛54,만족도19,서비스16,분위기5,위치1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
종이숲,1418523051.0,커피28,푸딩26,라떼16,아포가토4,드립커피3,맛56,만족도51,분위기21,서비스19,메뉴2,친절해요,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요
메이 멜로디,1598158323.0,커피75,케이크30,라떼29,치즈18,얼그레이15,맛128,만족도122,분위기69,서비스59,메뉴21,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요
쿠키바이브,1469089588.0,쿠키91,커피25,케이크19,치즈10,치즈케이크8,맛96,만족도71,서비스48,메뉴7,음식량7,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,커피가 맛있어요
ex WHITE,1806226318.0,요거트384,그릭요거트287,커피122,샌드위치60,라떼55,맛471,만족도353,서비스97,분위기95,메뉴13,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,음식이 맛있어요
망원디저트카페 롤링앤필링,1270379459.0,커스터드13,라따뚜이10,커피9,녹차8,아메리카노6,맛60,만족도42,서비스26,분위기10,목적5,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
아이다호,38248412.0,커피3,맥주3,미숫가루2,밀크티2,감자튀김1,만족도19,맛10,분위기8,서비스4,메뉴3,인테리어가 멋져요,음료가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요
푸댱,1576099617.0,,,,,,푸딩12,맛11,만족도6,서비스1,메뉴1,디저트가 맛있어요,친절해요,커피가 맛있어요,종류가 다양해요,음식이 맛있어요
comfy,1874405324.0,커피26,라떼9,휘낭시에5,치즈5,브라우니5,맛46,만족도30,서비스9,분위기7,청결도2,커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,매장이 청결해요
로토드,1517529478.0,커피26,라떼13,크림브륄레8,크로플8,크림라떼7,맛61,만족도54,분위기26,서비스20,메뉴3,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,친절해요
마핑파,1775186110.0,토스트24,프렌치토스트20,커피12,샌드위치11,잠봉뵈르7,맛113,만족도80,분위기17,서비스15,메뉴11,음식이 맛있어요,친절해요,재료가 신선해요,인테리어가 멋져요,특별한 메뉴가 있어요
604seoul,1706675619.0,커피58,라떼19,샌드위치18,치즈16,토스트11,맛111,만족도67,서비스21,분위기9,메뉴8,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요
오랑제뜨21,1228319924.0,크로플54,커피51,라떼18,에이드16,수박주스12,만족도195,맛171,서비스72,분위기64,메뉴12,음료가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요,커피가 맛있어요
메이크제로존,1457717315.0,커피14,요거트4,그릭요거트4,에이드3,플랫화이트1,커피14,요거트4,그릭요거트4,에이드3,플랫화이트1,인테리어가 멋져요,친절해요,커피가 맛있어요,매장이 청결해요,디저트가 맛있어요
브라운 프론트 도어,1084559006.0,커피43,라떼17,크림라떼7,까눌레5,크로플4,맛53,만족도41,서비스31,분위기6,위치3,커피가 맛있어요,친절해요,인테리어가 멋져요,대화하기 좋아요,디저트가 맛있어요
스몰커피,36406719.0,커피25,라떼4,약과2,플랫화이트2,우유2,맛27,만족도19,분위기9,서비스4,목적2,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,대화하기 좋아요
두더지짜이집,1902491905.0,샌드위치6,아이스크림1,밀크티1,루이보스1,갈레트1,맛11,만족도9,서비스5,분위기3,위치1,음료가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,커피가 맛있어요
포페,1704158255.0,커피58,스콘33,에이드13,라떼10,케이크8,맛102,만족도81,서비스40,분위기5,메뉴5,커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요
오버스쿱,1436548624.0,쿠키14,아이스크림13,수제아이스크림5,젤라또2,에스프레소2,맛22,만족도13,서비스4,메뉴2,목적1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,사진이 잘 나와요
피카브로드,1096275635.0,타르트43,커피40,에그타르트39,까눌레9,라떼3,맛63,만족도43,서비스34,분위기31,위치7,디저트가 맛있어요,커피가 맛있어요,친절해요,아늑해요,차분한 분위기에요
피치앤플러피,1100190528.0,케이크13,레터링케이크9,커피2,컵케이크2,쿠키1,만족도23,맛14,서비스9,분위기5,목적2,디저트가 맛있어요,친절해요,선물하기 좋아요,특별한 메뉴가 있어요,인테리어가 멋져요
찰찰보리식빵 망원점,1210847446.0,식빵25,보리빵3,치즈2,크림치즈2,찰보리빵2,맛42,만족도28,서비스10,가격10,메뉴2,빵이 맛있어요,가성비가 좋아요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
호두커피,35326800.0,라떼18,커피16,바닐라라떼4,아메리카노2,까페라떼1,맛28,만족도12,서비스6,메뉴4,음식량1,커피가 맛있어요,친절해요,가성비가 좋아요,음료가 맛있어요,매장이 청결해요
베러댄알콜,34565313.0,밀크티13,케이크8,커피6,라떼5,아인슈페너5,만족도40,맛39,메뉴14,서비스8,분위기7,차가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요
꽃뜨루,1051164520.0,커피4,마카롱4,라떼4,쿠키3,딸기라떼2,만족도32,맛18,서비스16,분위기4,주차1,친절해요,디저트가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요
디거스,1087663953.0,커피30,라떼4,스콘3,쿠키2,유자차2,맛52,만족도48,분위기17,서비스11,가격5,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,디저트가 맛있어요
시우,1711314210.0,케이크57,치즈14,치즈케이크8,딸기케이크8,헤이즐넛7,맛113,만족도55,서비스21,목적7,가격6,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,선물하기 좋아요
쁘띠보뇌르 망원점,35188260.0,식빵17,치아바타9,케이크7,쌀빵7,슈크림빵5,맛229,만족도136,서비스11,가격3,음식량2,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,매장이 청결해요
카페밤비 2호점,1635400713.0,케이크32,다쿠아즈7,커피5,마카롱3,아이스티3,맛66,만족도62,서비스20,분위기6,목적1,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요,커피가 맛있어요
달리는커피 서울망원점,1408914918.0,샌드위치67,샐러드52,커피22,치킨11,연어10,맛133,만족도95,서비스53,음식량31,가격9,친절해요,가성비가 좋아요,매장이 청결해요,커피가 맛있어요,특별한 메뉴가 있어요
로스터제임스 커피랩,1172451985.0,커피11,라떼5,아메리카노5,에이드4,케이크2,만족도32,맛23,서비스12,분위기4,메뉴3,친절해요,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,매장이 청결해요
구슬이,1053165623.0,아이스크림38,구슬아이스크림36,떡볶이2,김밥1,,아이스크림38,구슬아이스크림36,떡볶이2,김밥1,맛36,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
누운,1225646339.0,커피22,크림브륄레5,위스키3,크로플3,에이드2,커피22,크림브륄레5,위스키3,크로플3,에이드2,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,디저트가 맛있어요
널독,1255286301.0,커피10,쿠키6,크로플6,오미자차2,고기1,만족도39,맛20,서비스17,분위기5,목적2,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
찬찬커피로스터스,1012359773.0,커피16,라떼5,아메리카노2,쿠키1,아몬드크림라떼1,커피16,라떼5,아메리카노2,쿠키1,아몬드크림라떼1,커피가 맛있어요,친절해요,가성비가 좋아요,디저트가 맛있어요,매장이 청결해요
카페네이,1866135804.0,커피53,스콘9,라떼5,크로플4,아메리카노4,맛53,만족도52,서비스17,분위기7,메뉴3,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요,음료가 맛있어요
슬라브,1992884008.0,커피14,드립커피2,밀푀유1,아인슈페너1,카페오레1,만족도26,맛13,분위기8,서비스2,메뉴1,커피가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요
홈다운,1199059619.0,커피33,샌드위치30,토스트18,라떼15,에그마요6,맛81,만족도58,서비스27,분위기25,메뉴5,커피가 맛있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요
트랙26,1800475386.0,커피28,라떼3,쿠키3,플랫화이트3,토마토주스2,맛42,만족도34,분위기8,서비스7,목적2,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,집중하기 좋아요
삼공,1031263856.0,케이크6,타르트4,옥수수4,휘낭시에2,치즈2,만족도34,맛32,가격3,분위기3,서비스2,특별한 메뉴가 있어요,디저트가 맛있어요,차분한 분위기에요,매장이 청결해요,음료가 맛있어요
굿디드,37555747.0,크레페13,아이스크림7,커피2,쿠키1,,크레페13,아이스크림7,커피2,쿠키1,맛39,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,커피가 맛있어요
투썸플레이스 마포망원점,1989142526.0,커피29,케이크5,라떼4,밀크티3,티라미수3,만족도129,맛59,서비스47,분위기9,청결도7,커피가 맛있어요,디저트가 맛있어요,매장이 청결해요,친절해요,대화하기 좋아요
카페인중독 망원점,1923641657.0,와플16,커피6,아메리카노2,라떼2,토스트2,맛31,만족도17,서비스4,배달3,청결도2,디저트가 맛있어요,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요
설빙 망원점,1656566604.0,빙수24,인절미6,치즈5,인절미빙수4,메론빙수3,맛42,만족도29,서비스5,분위기2,메뉴1,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,음료가 맛있어요,대화하기 좋아요
KONA,1219682210.0,푸딩8,커피8,바나나푸딩6,쿠키6,케이크5,맛40,만족도25,서비스8,메뉴6,분위기3,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,아늑해요
마르뜨빙수카페,1151473604.0,빙수79,치즈17,우유12,치즈빙수11,녹차9,맛85,만족도45,서비스20,분위기9,주차5,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,대화하기 좋아요
뚜레쥬르 마포구청역점,13403633.0,케이크16,샌드위치13,커피11,식빵9,우유4,만족도226,맛169,서비스63,메뉴24,위치9,빵이 맛있어요,친절해요,매장이 청결해요,가성비가 좋아요,특별한 메뉴가 있어요
소소한 작업실,1095489390.0,케이크20,커피6,당근케이크6,떡케이크4,수제케이크3,만족도31,맛30,서비스16,목적10,가격5,디저트가 맛있어요,친절해요,선물하기 좋아요,특별한 메뉴가 있어요,커피가 맛있어요
카페 드 캄플랫,1760548415.0,커피20,케이크8,라떼4,치즈3,휘낭시에2,만족도45,맛38,분위기19,서비스17,청결도2,인테리어가 멋져요,친절해요,디저트가 맛있어요,음료가 맛있어요,매장이 청결해요
카페초이,1686798640.0,커피63,토스트20,프렌치토스트6,쿠키5,라떼5,맛130,만족도126,서비스64,분위기52,위치30,친절해요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요
뇽뇽마카롱,37879865.0,마카롱42,쿠키11,빙수7,인절미4,딸기빙수3,맛69,만족도35,서비스9,가격6,목적4,친절해요,특별한 메뉴가 있어요,빵이 맛있어요,가성비가 좋아요,매장이 청결해요
다도살롱 초록달 3호점,1204473060.0,,,,,,,,,,,,,,,
꽈대표,1655345304.0,꽈배기29,치즈16,치즈볼14,고로케12,핫도그10,꽈배기29,치즈16,치즈볼14,고로케12,핫도그10,디저트가 맛있어요,가성비가 좋아요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
Hola Cafe,37463738.0,커피4,라떼3,코코넛라떼2,,,커피4,라떼3,코코넛라떼2,만족도13,맛5,친절해요,커피가 맛있어요,집중하기 좋아요,대화하기 좋아요,인테리어가 멋져요
게뜨망하우스,1083933665.0,파스타17,샌드위치7,치즈7,와인6,새우6,만족도54,맛49,분위기28,서비스20,메뉴10,음식이 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,아늑해요
브릴랜드,1946364324.0,,,,,,만족도7,목적5,서비스5,케이크4,맛4,,,,,
요기요거,1490419398.0,요거트63,그릭요거트31,밀크티9,수제요거트5,치즈3,맛81,만족도50,서비스23,메뉴13,목적3,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요,매장이 청결해요,가성비가 좋아요
더스피릿룸,1403307689.0,커피20,와인6,라떼4,젤라또4,크림라떼2,맛19,만족도19,서비스12,분위기11,위치3,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,디저트가 맛있어요,친절해요
투고벅스,1042979677.0,하이볼23,커피6,가라아게3,감바스2,칵테일2,만족도28,맛25,분위기10,서비스8,가격4,친절해요,음료가 맛있어요,가성비가 좋아요,인테리어가 멋져요,특별한 메뉴가 있어요
베이크앤쏘,1709731403.0,소금빵27,샌드위치5,커피3,에이드3,휘낭시에2,맛33,만족도20,서비스8,대기시간2,목적1,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요
던킨 망원점,1511935538.0,도넛134,커피47,샌드위치27,샐러드13,우유11,만족도323,맛283,서비스98,위치30,메뉴25,디저트가 맛있어요,매장이 청결해요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요
JS Lounge,1522371272.0,커피11,칵테일8,휘낭시에5,쿠키5,마들렌4,맛37,만족도21,서비스11,메뉴4,분위기3,음료가 맛있어요,친절해요,커피가 맛있어요,사진이 잘 나와요,특별한 메뉴가 있어요
키싸,870417717.0,커피13,와플13,토스트3,크로플3,에이드2,맛44,만족도27,분위기14,서비스2,목적2,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요
rora,1433633124.0,와인15,커피12,라떼3,브라우니3,아메리카노2,만족도17,맛15,서비스14,목적5,분위기5,커피가 맛있어요,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요
라디오망원,1837040356.0,소금빵14,커피7,아이스크림7,쿠키6,휘낭시에5,맛26,만족도17,서비스12,가격6,음식량3,디저트가 맛있어요,빵이 맛있어요,친절해요,가성비가 좋아요,커피가 맛있어요
덩크트레이,1946838154.0,피자146,맥주62,치즈39,치킨24,생맥주18,만족도169,맛168,서비스101,분위기81,목적15,음식이 맛있어요,친절해요,인테리어가 멋져요,단체모임 하기 좋아요,매장이 청결해요
스튜디오파우드,1835581380.0,케이크18,얼그레이1,스콘1,잡채1,컵케이크1,만족도28,맛19,서비스13,목적9,대기시간1,선물하기 좋아요,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요,매장이 청결해요
배스킨라빈스 망원역,11489338.0,아이스크림60,커피5,케이크5,초코볼3,아메리카노1,만족도240,맛172,서비스91,위치7,가격7,디저트가 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,음료가 맛있어요
프릿,1642168774.0,커피19,바게트6,핸드드립5,에이드2,라떼2,맛27,만족도20,서비스5,분위기4,위치2,커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,음악이 좋아요
인덴트커피룸,1572676529.0,커피19,라떼5,아메리카노2,쿠키2,복숭아아이스티1,맛22,만족도19,서비스10,분위기6,목적2,커피가 맛있어요,친절해요,매장이 청결해요,집중하기 좋아요,대화하기 좋아요
설병상점,1545501278.0,수정과13,팥빙수12,커피10,빙수9,인절미8,맛74,만족도58,목적42,서비스39,분위기6,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요,매장이 청결해요,인테리어가 멋져요
리멘틱,1222238094.0,커피99,스콘59,라떼27,에이드19,밀크티11,만족도223,맛217,분위기139,서비스74,메뉴14,인테리어가 멋져요,커피가 맛있어요,친절해요,사진이 잘 나와요,매장이 청결해요
비전스트롤 베이크샵,1279344611.0,푸딩17,커피11,갈레트5,라떼4,젤라또1,맛27,만족도13,분위기5,서비스3,음식량2,커피가 맛있어요,빵이 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,사진이 잘 나와요
AIT,1015995644.0,커피13,크로플2,아인슈페너1,필터커피1,딸기우유1,맛16,만족도11,서비스6,분위기4,가격2,커피가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요
썬릿25,1920811841.0,계란찜4,식혜4,전복2,전복죽2,커피2,맛19,만족도11,서비스4,음식량2,가격2,친절해요,매장이 청결해요,음료가 맛있어요,특별한 메뉴가 있어요,음식이 맛있어요
세리디저트,1932164704.0,마카롱31,쿠키7,커피4,뚱카롱3,얼그레이3,맛41,만족도21,서비스18,목적7,가격2,디저트가 맛있어요,친절해요,매장이 청결해요,가성비가 좋아요,커피가 맛있어요
베잇킹,1598648268.0,,,,,,만족도2,서비스1,,,,,,,,
메가MGC커피 망원역점,288147726.0,커피79,라떼18,아메리카노8,에이드5,딸기라떼4,만족도174,맛87,서비스57,가격33,음식량9,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,디저트가 맛있어요
peak,1821627109.0,커피5,아메리카노1,바닐라라떼1,라떼1,,커피5,아메리카노1,바닐라라떼1,라떼1,만족도5,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요,가성비가 좋아요
바나타이거 망원점,1901176717.0,아메리카노9,라떼3,커피2,카페라떼1,프라페1,만족도31,맛24,서비스3,음식량3,가격1,커피가 맛있어요,음료가 맛있어요,가성비가 좋아요,디저트가 맛있어요,특별한 메뉴가 있어요
루틸,38530833.0,커피74,핸드드립4,아메리카노3,라떼3,수제청3,맛78,서비스39,만족도37,목적3,분위기3,커피가 맛있어요,친절해요,음료가 맛있어요,대화하기 좋아요,매장이 청결해요
빽다방 망원시장점,37911267.0,커피29,라떼16,아이스크림8,아메리카노7,원조커피6,만족도129,맛95,서비스42,가격19,음식량9,가성비가 좋아요,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요
리파인드 카페,1000374656.0,커피17,푸딩11,라떼6,젤리5,에이드3,맛30,만족도19,서비스7,분위기3,메뉴3,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
이디야 망원중앙점,37521524.0,커피12,라떼3,수박주스2,빙수2,토피넛라떼2,만족도83,맛55,서비스37,분위기3,목적2,커피가 맛있어요,친절해요,음료가 맛있어요,가성비가 좋아요,디저트가 맛있어요
카페클로이인패리스,1071356852.0,케이크234,커피147,라떼76,크로플74,생크림케이크58,맛776,만족도693,분위기482,서비스108,메뉴52,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,커피가 맛있어요,사진이 잘 나와요
달로아,1878938830.0,커피8,케이크5,라떼5,딸기라떼3,당근케이크2,맛21,만족도13,서비스7,분위기3,가격1,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요
BGT호두단팥빵 망원동점,1558131358.0,단팥빵4,소금빵4,생크림단팥빵2,소고기1,,단팥빵4,소금빵4,생크림단팥빵2,소고기1,만족도9,빵이 맛있어요,친절해요,가성비가 좋아요,매장이 청결해요,음식이 맛있어요
Alive214,1560358848.0,샌드위치94,치아바타47,커피41,샐러드14,치즈12,맛213,만족도157,서비스56,분위기54,음식량15,음식이 맛있어요,재료가 신선해요,친절해요,인테리어가 멋져요,매장이 청결해요
유네버노,1135306698.0,주먹밥5,명란2,식혜1,떡볶이1,어묵1,주먹밥5,명란2,식혜1,떡볶이1,어묵1,특별한 메뉴가 있어요,친절해요,음식이 맛있어요,건강한 맛이에요,뷰가 좋아요
더지베이커리,1064499748.0,커피13,몽블랑6,케이크6,초코크로와상3,샌드위치2,맛54,만족도35,서비스13,분위기10,목적4,빵이 맛있어요,커피가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요
페스토 페스토,1732822448.0,바질40,샌드위치36,피자33,소면15,와인9,맛116,만족도94,서비스59,분위기8,목적8,음식이 맛있어요,재료가 신선해요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요
닷트케이크,1160322529.0,,,,,,,,,,,,,,,
룬라이즈,1949139263.0,휘낭시에33,커피21,라떼8,약과6,까눌레5,맛47,만족도37,서비스13,분위기8,목적5,디저트가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,커피가 맛있어요
카페라이킷,1214833616.0,커피60,샌드위치24,샐러드13,라떼10,에그마요2,맛88,만족도39,서비스23,음식량6,배달2,커피가 맛있어요,친절해요,가성비가 좋아요,음료가 맛있어요,특별한 메뉴가 있어요
허니빙스,156284180.0,빙수59,호두과자31,메론빙수20,커피14,치즈4,맛88,만족도51,서비스20,음식량5,위치3,디저트가 맛있어요,친절해요,가성비가 좋아요,커피가 맛있어요,특별한 메뉴가 있어요
라이너스 베이크샵,1133276112.0,마카롱41,소금빵40,치아바타17,휘낭시에10,스콘7,맛112,만족도48,서비스25,메뉴6,목적5,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
파리바게뜨 망원점,11690045.0,식빵10,바게트10,케이크9,샌드위치7,커피3,만족도262,맛100,서비스61,메뉴11,가격4,빵이 맛있어요,친절해요,매장이 청결해요,가성비가 좋아요,커피가 맛있어요
한드드립,780372237.0,커피12,핸드드립6,라떼4,연유라떼3,드립커피3,맛19,만족도9,서비스7,분위기6,메뉴3,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요
페이브커피 망원시장점,1136734194.0,커피37,아메리카노7,라떼4,소금빵3,아이스크림1,맛37,만족도22,가격8,서비스6,위치4,커피가 맛있어요,가성비가 좋아요,친절해요,음료가 맛있어요,매장이 청결해요
복래로커피,1570284075.0,커피46,쿠키13,드립커피3,피칸파이2,밀크티1,맛48,서비스32,만족도27,분위기7,위치4,커피가 맛있어요,친절해요,음료가 맛있어요,디저트가 맛있어요,가성비가 좋아요
카페느림,20668031.0,커피21,라떼3,고구마라떼2,쥬스2,생강차2,맛29,만족도17,서비스4,분위기1,위치1,커피가 맛있어요,친절해요,음료가 맛있어요,대화하기 좋아요,가성비가 좋아요
리어커피,1696913052.0,커피4,쿠키3,라떼3,치즈케이크3,바스크치즈케이크2,맛10,분위기5,만족도2,서비스2,메뉴1,커피가 맛있어요,디저트가 맛있어요,친절해요,매장이 청결해요,사진이 잘 나와요
아더커피,311759278.0,,,,,,커피2,맛2,라떼1,서비스1,만족도1,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,가성비가 좋아요
그랜비 베이커리,1344819925.0,크로와상9,커피3,치즈2,식빵1,치즈롤1,맛14,만족도11,서비스5,음식량2,가격1,빵이 맛있어요,친절해요,매장이 청결해요,커피가 맛있어요,디저트가 맛있어요
푸룬푸룻,1130739712.0,,,,,,맛2,커피1,수박주스1,만족도1,,음료가 맛있어요,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
할루,1069616156.0,케이크6,쿠키6,에이드3,아메리카노3,컵케이크2,만족도17,맛15,서비스4,목적4,가격2,친절해요,커피가 맛있어요,가성비가 좋아요,디저트가 맛있어요,음료가 맛있어요
꺄넬,1685398218.0,마카롱16,마들렌7,커피3,타르트2,구움과자1,마카롱16,마들렌7,커피3,타르트2,구움과자1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
카페갭,1047383460.0,커피4,우유1,식빵1,우유식빵1,카푸치노1,맛6,만족도3,서비스2,가격1,위치1,커피가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요,디저트가 맛있어요
후르츠바스켓,1835257154.0,,,,,,과일5,만족도5,맛4,음식량2,대기시간1,재료가 신선해요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요
더치폴카페,36317394.0,커피8,라떼3,에이드2,아메리카노1,바닐라라떼1,맛15,만족도6,서비스3,가격2,메뉴1,커피가 맛있어요,음료가 맛있어요,가성비가 좋아요,특별한 메뉴가 있어요,대화하기 좋아요
메가MGC커피 마포시민공원점,1744046450.0,커피76,라떼17,아메리카노6,아이스크림5,큐브라떼4,만족도313,맛117,서비스33,가격27,음식량12,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,디저트가 맛있어요
쥬씨 망원시장점,1162558890.0,수박주스23,쥬스18,과일4,커피4,라떼3,맛76,만족도66,서비스18,음식량5,가격5,음료가 맛있어요,가성비가 좋아요,친절해요,재료가 신선해요,디저트가 맛있어요
빽다방 마포시민공원점,1994564742.0,커피13,라떼10,소금빵2,밀크티2,원조커피2,만족도56,맛48,서비스19,메뉴6,위치4,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,매장이 청결해요
다도살롱 초록달 2호점,1771091711.0,,,,,,만족도2,위치1,가격1,,,커피가 맛있어요,가성비가 좋아요,디저트가 맛있어요,음료가 맛있어요,친절해요
오더댄,1893701606.0,타르트8,커피5,라떼4,단호박라떼3,에그타르트3,타르트8,커피5,라떼4,단호박라떼3,에그타르트3,친절해요,커피가 맛있어요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요
카페이라,1066546554.0,커피11,샌드위치7,샐러드7,라떼6,핸드드립4,맛32,만족도18,서비스5,메뉴2,분위기2,커피가 맛있어요,친절해요,음료가 맛있어요,디저트가 맛있어요,가성비가 좋아요
이디야커피 한강공원로점,327434030.0,커피42,라떼18,토피넛라떼5,빙수4,녹차3,만족도156,맛86,서비스61,분위기11,위치7,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요,가성비가 좋아요
슈가박스,1363099011.0,라떼5,커피5,토스트4,카페모카3,에이드2,맛17,만족도12,서비스5,분위기2,위치1,,,,,
컴포즈커피 망원시장점,1415692407.0,커피17,아메리카노17,라떼4,카페라떼2,우유2,맛50,만족도43,서비스10,가격4,위치3,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,매장이 청결해요
메가MGC커피 망원망리단길점,1512650391.0,커피32,에이드4,라떼4,쿠키3,아메리카노3,만족도172,맛76,서비스21,가격16,위치7,가성비가 좋아요,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요
고릴라크로플,1141846687.0,크로플21,커피4,타르트4,밀크티3,복숭아주스2,맛42,만족도28,서비스15,메뉴5,위치2,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요,커피가 맛있어요
망원23카페,1606602084.0,커피6,라떼3,크림라떼1,,,커피6,라떼3,크림라떼1,만족도9,맛8,커피가 맛있어요,인테리어가 멋져요,매장이 청결해요,좌석이 편해요,음료가 맛있어요
메가MGC커피 망원시장점,1029176930.0,커피36,아메리카노7,에이드4,라떼3,자몽에이드3,만족도92,맛44,가격20,위치9,서비스8,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,디저트가 맛있어요
파운디스트,1104328326.0,커피1,케이크1,파운드케이크1,,,커피1,케이크1,파운드케이크1,만족도6,맛4,,,,,
메가MGC커피 마포중앙점,1857799227.0,커피51,아메리카노24,라떼11,카페라떼7,프라페5,만족도185,맛96,서비스22,가격19,음식량10,가성비가 좋아요,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요
그릿블라스트,36830589.0,,,,,,,,,,,,,,,
