,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
코티지블루,파스타22,토스트19,커피16,프렌치토스트13,라떼8,맛66,만족도63,분위기31,서비스22,메뉴8,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,디저트가 맛있어요,친절해요
랜디스도넛 연남점,"도넛1,549",커피117,초콜릿24,민트초코22,아메리카노21,"맛2,673","만족도1,325",서비스241,대기시간161,메뉴76,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
마가렛 연남,케이크117,커피107,스콘43,치즈23,타르트19,맛405,만족도295,분위기76,서비스47,메뉴39,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
버터베이커리,바게트129,앙버터51,케이크47,치아바타45,치즈42,맛680,만족도310,서비스61,메뉴26,음식량18,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,가성비가 좋아요
훌리건 커피,갈레트101,커피98,라떼37,흑임자37,아이스크림25,맛330,만족도255,분위기129,서비스89,메뉴33,인테리어가 멋져요,디저트가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요
베이크 샵 하벳,케이크11,커피4,치즈2,치즈케이크2,카페라떼1,맛16,만족도8,분위기6,서비스3,메뉴2,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,사진이 잘 나와요
모리노코,커피10,과일6,케이크3,아이스티2,아메리카노2,만족도47,맛36,서비스15,분위기13,위치1,인테리어가 멋져요,친절해요,디저트가 맛있어요,사진이 잘 나와요,음료가 맛있어요
치플레,치즈369,케이크317,치즈케이크248,수플레127,밀크티69,"맛2,326","만족도1,872",서비스711,목적672,분위기342,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
17도씨,초콜릿94,빙수84,초코빙수40,아이스크림38,초코아이스크림16,맛222,만족도118,서비스32,목적19,가격9,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,친절해요,커피가 맛있어요
카페드댕,커피91,휘낭시에28,치즈11,애플시나몬11,라떼10,맛190,만족도152,분위기83,서비스31,메뉴26,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
리히트,케이크579,당근케이크46,우유24,밀크티22,도시락케이크19,맛584,만족도494,목적135,서비스86,예약55,디저트가 맛있어요,선물하기 좋아요,특별한 메뉴가 있어요,친절해요,가성비가 좋아요
하우스오브바이닐 연남점,커피14,카스테라3,라떼3,에이드2,카푸치노1,만족도31,맛21,분위기18,서비스5,가격1,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요,음악이 좋아요,사진이 잘 나와요
오버딥,마들렌67,커피54,라떼27,크림라떼14,에이드11,만족도181,맛156,분위기79,서비스23,메뉴7,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,커피가 맛있어요,컨셉이 독특해요
