,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
마크69,커피39,라떼22,크로플17,케이크10,크림라떼10,만족도149,맛94,분위기71,메뉴9,서비스9,인테리어가 멋져요,커피가 맛있어요,대화하기 좋아요,음료가 맛있어요,디저트가 맛있어요
예빈당,빙수84,팥빙수78,커피77,약과63,인절미42,맛552,만족도325,서비스70,분위기70,목적36,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,음료가 맛있어요,매장이 청결해요
FINZ,파르페18,케이크15,구움과자8,아이스크림5,젤리4,맛60,만족도49,서비스11,목적9,분위기9,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
어피스앤드피스,케이크39,스콘18,커피15,라떼6,딸기케이크6,맛70,만족도56,분위기18,서비스12,목적5,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,친절해요
에빠,커피64,에스프레소55,휘낭시에15,아포가토9,콘파냐5,맛78,만족도71,서비스35,분위기29,주차3,커피가 맛있어요,인테리어가 멋져요,친절해요,사진이 잘 나와요,디저트가 맛있어요
글로우,커피139,까눌레70,케이크44,스콘33,라떼31,맛398,만족도239,서비스62,분위기62,메뉴23,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
컴포트라피,샐러드12,와인9,감바스8,치즈8,튀김5,맛44,만족도43,서비스25,분위기14,목적7,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,대화하기 좋아요,매장이 청결해요
보마켓 서울숲점,떡볶이51,볶음밥36,로제떡볶이35,김치볶음밥34,커피31,만족도366,맛302,분위기49,서비스37,목적18,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요,친절해요,커피가 맛있어요
성수지앵협동조합,커피23,라떼7,아메리카노6,달고나라떼3,초콜릿3,만족도83,맛54,서비스24,분위기12,목적4,커피가 맛있어요,친절해요,가성비가 좋아요,음료가 맛있어요,대화하기 좋아요
BNHR,커피82,라떼52,크로플23,밀크티11,아이스크림8,맛164,만족도97,분위기23,메뉴21,서비스18,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요
포레스트,쌀국수348,왕갈비104,스프링롤68,고기61,짜조58,맛862,만족도368,음식량340,서비스87,대기시간49,음식이 맛있어요,양이 많아요,친절해요,재료가 신선해요,특별한 메뉴가 있어요
에펜즈,케이크36,브레드11,머핀10,쿠키10,당근케이크9,맛114,만족도77,가격13,분위기10,메뉴9,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
로우키,커피218,라떼44,아메리카노13,롤케이크9,드립커피8,맛244,만족도173,서비스58,분위기41,가격9,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,대화하기 좋아요
이트앤드링크,커피59,케이크30,라떼13,에이드11,쿠키10,맛130,만족도115,분위기37,서비스16,메뉴12,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
기미사 성수,커피71,라떼9,에이드5,크림라떼4,드립커피2,맛87,만족도74,서비스22,분위기20,가격4,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,매장이 청결해요
올드타운,커피745,타르트210,에그타르트197,휘낭시에148,라떼98,맛975,만족도757,분위기397,서비스96,메뉴81,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요,뷰가 좋아요
카페 차 성수점,밀크티149,달고나밀크티86,스콘53,커피45,달고나커피24,맛293,메뉴150,만족도121,서비스44,분위기33,음료가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,디저트가 맛있어요
에이치커피로스터스,커피41,라떼3,플랫화이트3,필터커피2,롱블랙2,맛45,만족도19,서비스16,분위기7,주차1,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요,인테리어가 멋져요
코트사이드,커피19,푸딩9,에이드7,라떼5,케이크4,맛45,만족도29,서비스10,분위기6,전망4,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요
훔볼트,커피124,케이크49,라떼27,치즈11,아이스크림9,맛388,만족도285,분위기85,서비스30,청결도13,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
미디엄스톤 성수점,커피117,크로플64,얼그레이30,라떼29,푸딩23,맛268,만족도210,분위기87,서비스52,메뉴14,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,대화하기 좋아요
아후 Ahoo,케이크33,커피15,구움과자6,휘낭시에6,마들렌5,만족도62,맛58,서비스29,목적20,위치4,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,선물하기 좋아요,매장이 청결해요
컴오프,커피128,라떼46,아메리카노17,흑임자9,스콘9,만족도201,맛197,분위기81,서비스44,메뉴8,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,대화하기 좋아요,음료가 맛있어요
맥코이 성수,커피47,티라미수6,롱블랙5,아메리카노5,플랫화이트5,맛54,만족도35,분위기12,서비스4,가격2,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요,대화하기 좋아요
구펠,커피129,샌드위치72,샐러드20,라떼20,파스타18,맛253,만족도152,서비스48,분위기35,메뉴8,커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요
메쉬커피,커피68,라떼28,아메리카노4,우유2,드립커피2,맛66,만족도43,서비스12,목적3,가격3,커피가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요
아가젤라또 성수,젤라또99,아이스크림19,우유15,바질12,치즈9,맛153,만족도85,서비스38,분위기19,메뉴4,디저트가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요,매장이 청결해요
올더어글리쿠키&사부아페어,쿠키179,약과40,치즈11,헤이즐넛11,얼그레이9,맛181,만족도101,서비스22,가격19,메뉴18,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,사진이 잘 나와요
르셀,소금빵138,휘낭시에11,구움과자10,커피8,샌드위치7,맛152,만족도72,메뉴16,서비스9,음식량8,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
어커,커피14,소금빵14,라떼9,에이드4,아이스크림2,맛30,만족도27,서비스13,분위기6,목적3,커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요
TEESSERT,푸딩32,쿠키32,커피27,바나나푸딩10,베이글8,맛82,만족도78,분위기38,서비스13,메뉴8,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,음료가 맛있어요,친절해요
시나본 서울숲점,커피72,시나몬롤43,아메리카노8,수박주스5,라떼4,맛271,만족도229,서비스36,분위기15,주차10,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,친절해요
모리티아,커피58,쿠키34,라떼15,아메리카노6,바닐라라떼4,맛141,만족도135,분위기51,서비스34,목적10,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요
villa.1990,케이크40,치즈39,커피33,치즈케이크32,에이드31,맛127,만족도125,분위기57,서비스32,메뉴12,인테리어가 멋져요,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,사진이 잘 나와요
아방베이커리 서울숲점,커피120,스콘96,우유38,케이크20,라떼15,맛344,만족도241,분위기39,서비스34,가격28,빵이 맛있어요,커피가 맛있어요,매장이 청결해요,디저트가 맛있어요,대화하기 좋아요
모센즈스위트 성수점,라떼42,커피33,치즈16,우유16,치아바타4,맛176,만족도122,서비스57,분위기26,음식량8,특별한 메뉴가 있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,커피가 맛있어요
밀카페 우프,케이크21,커피13,팬케이크7,샌드위치6,과일5,맛55,만족도38,분위기7,서비스6,음식량3,디저트가 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요
청키드 성수점,애플파이36,고기17,치킨17,커피11,맥주9,맛210,만족도111,서비스27,가격10,음식량7,특별한 메뉴가 있어요,빵이 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요
라에비뉴,커피48,케이크22,아이스크림15,라떼13,아이스크림라떼5,맛115,만족도92,분위기38,서비스15,메뉴9,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
시즈니,케이크122,치즈90,치즈케이크86,커피48,바스크치즈케이크37,맛239,만족도164,서비스61,분위기41,메뉴35,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요
어퍼룸,커피71,라떼30,에이드29,바질21,휘낭시에18,맛164,만족도138,분위기73,서비스51,메뉴11,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요,음료가 맛있어요
바비룸뷰티,,,,,,만족도4,서비스2,기술・시술2,분위기1,펌1,,,,,
앵무새루이스,커피7,바나나푸딩6,푸딩6,라떼6,치즈5,만족도37,맛18,분위기10,서비스7,가격3,인테리어가 멋져요,커피가 맛있어요,친절해요,음료가 맛있어요,디저트가 맛있어요
단과자,케이크7,스콘5,컵케이크4,쿠키4,커피4,맛20,만족도16,서비스7,분위기3,목적2,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,커피가 맛있어요,친절해요
동빙고 성수점,빙수182,팥빙수91,우유31,딸기빙수26,단팥죽24,맛297,만족도151,서비스26,분위기23,메뉴14,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,음식이 빨리 나와요,매장이 청결해요
웨이크앤베이크 성수,타르트48,커피12,에그타르트11,몽블랑4,치즈3,맛65,만족도33,서비스6,가격4,위치3,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,음료가 맛있어요
쏘쏘한 베이킹,휘낭시에56,푸딩50,커피24,까눌레23,케이크15,맛221,만족도152,서비스70,목적17,분위기15,디저트가 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,음료가 맛있어요
굴림,마들렌26,구움과자20,커피17,휘낭시에10,밀크티8,맛122,만족도68,서비스36,메뉴14,분위기10,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
업사이드커피 뚝섬점,커피109,라떼23,플랫화이트4,드립백3,아이스크림3,맛123,만족도73,서비스32,가격12,메뉴8,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요,특별한 메뉴가 있어요
까사다루아,타르트57,에그타르트45,커피5,애플시나몬4,얼그레이2,맛78,만족도37,서비스4,목적3,분위기2,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,가성비가 좋아요
코타티 성수점,젤라또6,아이스크림3,얼그레이3,바질1,과일1,맛10,만족도4,음식량1,가격1,분위기1,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,음료가 맛있어요,친절해요
Pauline CoffeeBar,커피62,에스프레소55,콘파냐18,라떼16,쿠키11,맛115,만족도88,서비스33,분위기20,음식량3,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
보난자 베이커리,치즈27,치아바타17,치즈볼11,치즈빵5,올리브치아바타4,맛98,만족도45,서비스9,가격7,목적4,빵이 맛있어요,특별한 메뉴가 있어요,가성비가 좋아요,친절해요,매장이 청결해요
스타벅스 성수역점,커피84,라떼35,케이크16,아메리카노14,샌드위치11,만족도765,맛302,서비스176,분위기62,위치22,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요,디저트가 맛있어요
하루앤원데이,커피165,케이크114,라떼50,밀크티42,쿠키37,맛625,만족도488,분위기197,서비스94,메뉴74,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요
오색칠,라떼20,커피13,흑임자11,흑임자라떼8,에이드3,맛45,만족도45,분위기11,서비스6,목적5,인테리어가 멋져요,음료가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요
309디저트카페,케이크21,커피12,라떼5,치즈케이크5,치즈5,맛48,만족도35,서비스17,목적6,가격4,디저트가 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,가성비가 좋아요
아쿠아산타 서울숲카페,아인슈페너134,케이크109,커피74,아메리카노31,딸기케이크27,맛261,만족도209,분위기100,서비스33,목적26,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,음료가 맛있어요
비통레브 르알레스카,치아바타29,소금빵28,흑임자14,식빵12,치즈3,맛76,만족도40,서비스13,위치2,분위기2,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
엘레멘츠,커피49,라떼36,케이크21,크림라떼21,타르트18,맛93,만족도55,서비스16,분위기16,가격3,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
에이테이블 성수점,타르트24,에그타르트12,커피6,스콘1,옥수수1,맛29,만족도14,메뉴2,가격2,서비스2,빵이 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요
코스모스상점,라떼12,와인11,두부10,치킨6,샌드위치6,만족도65,맛54,분위기22,메뉴4,서비스3,인테리어가 멋져요,특별한 메뉴가 있어요,음료가 맛있어요,대화하기 좋아요,커피가 맛있어요
201호,토스트77,프렌치토스트66,파스타55,리조또41,커피30,맛316,만족도219,분위기115,서비스60,메뉴32,음식이 맛있어요,친절해요,매장이 청결해요,재료가 신선해요,인테리어가 멋져요
37.5 시그니처 성수,파스타184,피자139,샐러드80,스테이크56,크림파스타42,맛707,만족도548,분위기273,서비스216,음식량109,음식이 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,재료가 신선해요
카페요아정,아이스크림51,요거트47,요거트아이스크림30,과일8,그릭요거트6,맛97,만족도55,서비스25,음식량10,분위기8,디저트가 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,대화하기 좋아요
서울바나나,커피59,쉐이크37,토스트36,푸딩25,바나나푸딩18,맛199,만족도164,가격31,메뉴20,분위기17,음료가 맛있어요,가성비가 좋아요,커피가 맛있어요,특별한 메뉴가 있어요,디저트가 맛있어요
소소하게,케이크16,아이스크림1,아이스크림케이크1,백설기1,초코케이크1,맛16,만족도12,목적6,서비스3,음식량1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,선물하기 좋아요,매장이 청결해요
강별 성수,파스타17,스테이크11,생선9,와인8,우유6,만족도108,맛83,서비스66,목적26,분위기22,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,재료가 신선해요,특별한 날 가기 좋아요
아이오쓰리 성수사거리점,마카롱13,커피10,라떼5,딸기라떼4,밀크티4,만족도108,맛62,서비스29,분위기7,메뉴6,친절해요,음료가 맛있어요,커피가 맛있어요,인테리어가 멋져요,매장이 청결해요
플래드 카페,커피31,크림브륄레7,브라우니7,라떼7,에이드6,만족도56,맛46,분위기23,서비스10,메뉴3,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요,뷰가 좋아요
stdo,커피107,크로플89,쿠키14,아이스크림13,라떼13,맛264,만족도217,서비스46,분위기40,가격13,커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요
프라이데이무브먼트,커피47,까눌레33,휘낭시에7,에이드5,치즈3,맛86,만족도54,서비스19,분위기18,목적11,인테리어가 멋져요,친절해요,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요
camouflage coffee,커피87,라떼21,플랫화이트18,롱블랙9,카푸치노8,맛108,만족도59,분위기16,서비스16,위치2,커피가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,음료가 맛있어요
포도빵집,쌀빵32,소금빵30,샌드위치18,치아바타12,바게트11,맛92,만족도68,서비스17,분위기14,메뉴9,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
디데이크,케이크37,과일5,얼그레이2,주문제작케이크1,크림치즈1,만족도39,맛32,목적18,서비스16,음식량3,친절해요,디저트가 맛있어요,선물하기 좋아요,특별한 메뉴가 있어요,매장이 청결해요
피어커피,커피84,라떼20,쿠키6,브루잉커피4,플랫화이트4,맛94,만족도57,서비스24,분위기12,메뉴4,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요,인테리어가 멋져요
스윗바이브,커피61,케이크57,타르트41,밀크티37,스콘24,맛164,만족도113,메뉴45,서비스42,분위기36,디저트가 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요
오버도즈도넛앤커피 성수,도넛420,커피95,우유30,얼그레이23,크림브륄레18,맛501,만족도269,분위기88,서비스76,목적27,디저트가 맛있어요,빵이 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요
인덱스카라멜,커피8,얼그레이5,바질4,아이스크림4,밀크티3,맛87,만족도70,목적45,서비스25,가격13,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
아이오쓰리 에이스하이엔드점,커피18,마카롱18,라떼12,샌드위치5,딸기라떼4,만족도164,맛101,서비스29,분위기27,메뉴6,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요,친절해요,커피가 맛있어요
샌드카베,커피69,치즈68,치즈케이크40,케이크34,라떼5,맛84,만족도59,서비스26,분위기13,가격3,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요
메종 파이프그라운드,피자347,옥수수247,파스타99,초밥50,라자냐47,맛524,만족도270,분위기58,서비스56,메뉴33,음식이 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 넓어요,매장이 청결해요
아이아이알,커피20,라떼9,바질7,케이크6,에이드5,맛42,만족도31,분위기14,메뉴7,서비스5,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,음료가 맛있어요
카페 이페메라 LCDC SEOUL,커피67,타르트45,얼그레이24,라떼18,아메리카노11,맛132,만족도122,분위기35,서비스15,메뉴10,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요
올데이휘낭시에 성수점,휘낭시에71,커피42,라떼6,아이스크림3,우유2,맛68,만족도50,서비스25,목적19,분위기8,디저트가 맛있어요,친절해요,커피가 맛있어요,매장이 청결해요,인테리어가 멋져요
하우트제곱,쿠키36,커피24,라떼20,크로플14,샌드위치12,맛73,만족도68,분위기44,서비스10,목적5,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,친절해요,매장이 청결해요
에이피피피,커피65,마들렌28,라떼27,휘낭시에17,크림라떼14,맛106,만족도96,분위기46,서비스38,메뉴5,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요,사진이 잘 나와요
밀키샵 성수점,도넛91,꽈배기25,우유23,수박주스15,아이스크림8,맛121,만족도85,서비스29,목적17,메뉴13,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
크로플다일 본점,크로플80,아이스크림43,커피15,우유아이스크림11,라떼9,맛109,만족도80,분위기23,서비스15,청결도4,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요
앤드밀 성수점,샌드위치159,바질123,파니니82,바게트40,치즈33,맛575,만족도300,메뉴59,서비스57,대기시간36,음식이 맛있어요,특별한 메뉴가 있어요,재료가 신선해요,친절해요,인테리어가 멋져요
카페 포제,커피60,라떼20,아메리카노8,까눌레7,스콘7,맛103,만족도96,분위기32,메뉴9,서비스8,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,대화하기 좋아요,디저트가 맛있어요
올드너티 커피로스터스,커피56,치즈11,케이크10,치즈케이크10,옥수수7,맛71,만족도52,서비스29,분위기18,위치5,커피가 맛있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요
복식커피,커피59,쿠키18,마들렌14,라떼13,케이크8,맛71,만족도50,서비스33,분위기13,메뉴6,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요
마야마야 북 & 라이프 카페,커피12,토스트3,소금빵2,라떼2,프렌치토스트2,맛17,만족도15,서비스5,분위기4,메뉴2,커피가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,음료가 맛있어요
어글리크림치즈,베이글33,치즈22,크림치즈21,샌드위치5,얼그레이2,맛44,만족도20,서비스9,가격2,위치2,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
뚜르띠에르,고기16,커피8,떡갈비8,미트볼6,한우5,맛97,만족도62,서비스23,분위기12,예약8,특별한 메뉴가 있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,사진이 잘 나와요
타크,타코83,치킨23,맥주13,생선6,옥수수5,맛115,만족도71,서비스17,가격14,대기시간10,음식이 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,매장이 청결해요
글레이셔박,젤라또54,아이스크림18,누룽지13,얼그레이12,치즈11,맛119,만족도45,서비스17,분위기3,청결도3,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
버치커피,커피83,라떼26,플랫화이트8,우유5,쿠키5,맛88,만족도57,서비스40,분위기12,위치4,커피가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요,대화하기 좋아요
RSG 성수,라떼5,빙수1,딸기빙수1,스무디1,커피1,라떼5,빙수1,딸기빙수1,스무디1,커피1,음료가 맛있어요,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,친절해요
프라이데이 베이커리,까눌레37,커피10,휘낭시에7,에이드2,자두에이드2,맛63,만족도48,목적41,서비스12,분위기6,디저트가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요
폴인레미유 성수점,커피109,케이크55,라떼35,에이드16,크로플13,만족도312,맛290,분위기144,서비스65,메뉴20,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요,사진이 잘 나와요,음료가 맛있어요
투썸플레이스 서울숲역점,커피41,케이크15,샐러드11,아메리카노7,밀크티6,만족도293,맛147,서비스40,분위기30,메뉴14,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,매장이 청결해요,대화하기 좋아요
네모네,커피8,케이크6,딸기케이크5,휘낭시에3,쿠키2,만족도19,맛18,서비스7,분위기7,위치1,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
DYI WORKSHOP,커피73,초콜릿45,라떼11,아메리카노5,치즈5,만족도99,맛89,분위기23,서비스21,메뉴5,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요
인치스,커피83,라떼71,머핀36,쿠키26,쉐이크16,맛362,만족도264,서비스85,분위기57,목적52,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요
글리터,소금빵25,케이크20,커피11,치즈6,치즈케이크4,맛43,만족도28,분위기11,목적5,서비스2,디저트가 맛있어요,인테리어가 멋져요,빵이 맛있어요,아늑해요,커피가 맛있어요
오프커피,커피154,젤라또81,바질27,아이스크림17,라떼15,맛277,만족도205,서비스87,분위기65,가격7,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요
시슬러스,커피38,핫도그19,칵테일15,토스트9,와인9,만족도84,맛69,분위기51,서비스43,메뉴6,인테리어가 멋져요,친절해요,커피가 맛있어요,사진이 잘 나와요,음료가 맛있어요
백야드빌더성수,커피10,아인슈페너2,핫도그1,쿠키1,밀크티1,만족도12,맛10,서비스8,분위기4,메뉴1,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,사진이 잘 나와요
히즈빈스 성수점,커피82,쿠키33,라떼19,바닐라빈라떼6,에이드5,맛156,만족도139,서비스37,분위기26,목적10,커피가 맛있어요,집중하기 좋아요,친절해요,매장이 청결해요,음료가 맛있어요
빌로위 성수,파스타35,커피24,와인20,필라프14,바질13,맛86,만족도73,분위기35,서비스12,메뉴11,인테리어가 멋져요,음료가 맛있어요,특별한 메뉴가 있어요,사진이 잘 나와요,친절해요
래뮤,파르페38,커피33,휘낭시에16,구움과자16,마들렌15,맛100,만족도62,서비스24,분위기15,메뉴7,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요
올로,베이글49,휘낭시에13,치즈12,샌드위치11,크림치즈9,맛72,만족도42,서비스11,분위기3,가격2,특별한 메뉴가 있어요,디저트가 맛있어요,빵이 맛있어요,친절해요,매장이 청결해요
성수동 수제모찌,모찌224,과일132,딸기모찌46,과일모찌31,찹쌀떡10,맛317,만족도201,서비스84,목적62,위치12,특별한 메뉴가 있어요,친절해요,매장이 청결해요,빵이 맛있어요,가성비가 좋아요
투썸플레이스 성수skv타워점,케이크48,커피36,라떼9,빙수6,에이드5,만족도239,맛162,서비스83,분위기16,메뉴12,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요
그레인바운더리 성수점,쿠키71,커피21,아메리카노6,치즈5,스모어쿠키3,맛109,만족도56,서비스12,가격10,분위기8,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,매장이 청결해요
피리어드,타르트53,에그타르트30,커피30,라떼11,아메리카노7,맛69,만족도67,서비스19,분위기18,목적2,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
메이플탑,케이크161,팬케이크149,오믈렛103,커피82,토스트42,맛867,만족도676,서비스158,분위기145,음식량141,음식이 맛있어요,매장이 넓어요,인테리어가 멋져요,친절해요,매장이 청결해요
성수미술관 연남점,,,,,,서비스222,혼잡도37,예약26,가격23,아이만족도22,집중하기 좋아요,컨셉이 독특해요,친절해요,사진이 잘 나와요,인테리어가 멋져요
어페어커피,커피44,두부13,우유12,까눌레9,라떼9,맛55,만족도41,분위기13,서비스10,메뉴3,커피가 맛있어요,디저트가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요
소울레터커피컴퍼니,커피48,쿠키22,라떼9,아이스크림3,진저라떼2,맛78,만족도77,서비스19,분위기16,주차10,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요
로우커피스탠드 성수점,커피86,라떼32,아메리카노5,바닐라라떼4,초코라떼4,맛109,만족도72,서비스19,가격19,메뉴6,커피가 맛있어요,가성비가 좋아요,친절해요,음료가 맛있어요,뷰가 좋아요
어썸블리스,케이크67,마카롱48,과일9,휘낭시에9,쿠키8,만족도117,맛110,서비스67,목적27,분위기7,친절해요,빵이 맛있어요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
플로피,커피23,샌드위치12,치아바타7,아이스크림5,라떼5,맛31,만족도24,서비스10,분위기9,위치3,커피가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요,인테리어가 멋져요
리옹베이커리,케이크33,커피12,레몬케이크3,에이드2,치즈2,맛61,만족도51,서비스26,분위기10,메뉴3,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
스타벅스 서울숲역점,커피92,라떼30,샌드위치13,케이크10,아메리카노8,만족도861,맛257,서비스160,분위기55,위치20,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요,디저트가 맛있어요
한나 성수점,젤리17,커피4,에이드3,케이크3,인절미2,맛15,만족도14,분위기7,서비스5,목적3,디저트가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,사진이 잘 나와요,커피가 맛있어요
