,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
피스피스 연남점,커피33,타르트6,애플파이5,블랙티5,아메리카노3,맛89,만족도70,서비스27,분위기17,메뉴7,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
카멜커피 9호점,커피103,라떼8,앙버터7,아메리카노6,마들렌5,맛101,만족도81,분위기33,서비스18,대기시간9,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요
대충유원지,커피69,라떼13,크림브륄레10,아메리카노9,와인5,맛90,만족도80,분위기38,서비스20,가격4,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,디저트가 맛있어요
디그이지,크림브륄레81,커피26,라떼10,얼그레이7,에이드6,맛185,만족도103,서비스47,분위기18,목적9,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요,음식이 맛있어요
벌스데이투미,쿠키19,케이크9,푸딩8,팬케이크7,스모어쿠키4,만족도40,맛32,분위기9,목적4,서비스4,디저트가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,친절해요,사진이 잘 나와요
SF bagels,베이글94,치즈25,크림치즈18,스콘16,당근케이크7,맛117,만족도64,서비스23,가격4,메뉴2,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,매장이 청결해요
연남동그라미,케이크8,컵케이크6,크림치즈1,치즈1,초코브라우니1,맛23,만족도11,가격3,서비스3,목적2,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
히비,카레110,스프카레53,꼬치47,가라아게30,치즈27,맛284,만족도168,서비스54,가격19,음식량19,음식이 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,혼밥하기 좋아요
푸치케,푸딩22,휘낭시에12,소금빵8,커피6,치즈4,맛28,만족도19,분위기6,메뉴5,서비스4,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
스윗헤르츠,푸딩44,케이크36,커피5,아이스크림5,밀크티5,맛80,만족도77,서비스12,분위기12,음식량5,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요
웨이즈커피 연남,커피507,크로플139,티라미수69,라떼65,치즈46,맛709,만족도458,분위기185,서비스150,메뉴64,커피가 맛있어요,매장이 청결해요,디저트가 맛있어요,친절해요,인테리어가 멋져요
긱스 연남점,커피61,에스프레소22,케이크9,라떼5,아메리카노4,만족도97,맛73,분위기37,서비스18,메뉴11,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
88파운드,파운드케이크33,케이크28,스콘25,커피16,쿠키14,맛121,만족도66,서비스34,분위기11,메뉴6,빵이 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요,가성비가 좋아요
슈타데,바나나푸딩3,푸딩3,토스트1,프렌치토스트1,캐모마일1,바나나푸딩3,푸딩3,토스트1,프렌치토스트1,캐모마일1,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요,사진이 잘 나와요,친절해요
휘퍼스,케이크30,컵케이크27,커피20,도넛13,치즈11,맛141,만족도87,서비스41,목적14,분위기8,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
커비스컵케이크,컵케이크117,케이크113,커피16,라떼7,아메리카노5,맛162,만족도138,서비스49,분위기40,목적18,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
알버트파크,케이크52,커피23,스콘21,쿠키9,라떼9,맛116,만족도80,서비스45,목적6,분위기4,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요,매장이 청결해요
연남살롱,빙수105,푸딩31,팥빙수17,밀크티16,밀크티빙수16,맛160,만족도84,메뉴21,서비스17,분위기8,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
게슈탈트 커피,커피41,크로플12,라떼11,다쿠아즈8,초콜릿3,맛71,만족도53,분위기22,서비스4,메뉴3,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,대화하기 좋아요
아트스뉴욕 연남점,커피40,라떼29,아인슈페너25,베이글24,티라미수16,맛81,만족도71,분위기49,서비스35,메뉴8,커피가 맛있어요,인테리어가 멋져요,친절해요,디저트가 맛있어요,사진이 잘 나와요
멜티드,젤라또96,아이스크림40,바질32,케이크9,얼그레이9,맛134,만족도109,서비스69,분위기17,메뉴9,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
스윗미업,케이크123,레터링케이크28,주문제작케이크5,치즈5,크림치즈4,만족도211,서비스105,목적56,맛55,가격6,친절해요,디저트가 맛있어요,선물하기 좋아요,매장이 청결해요,특별한 메뉴가 있어요
라온디,초콜릿48,수제초콜릿18,마카롱4,수제마카롱2,와인1,목적45,맛33,만족도33,서비스8,예약2,특별한 메뉴가 있어요,디저트가 맛있어요,선물하기 좋아요,친절해요,매장이 청결해요
그림제작소 연남점,,,,,,서비스554,만족도118,분위기41,편의・부대시설29,맛17,친절해요,인테리어가 멋져요,사진이 잘 나와요,매장이 청결해요,집중하기 좋아요
솔트 포레스트,커피64,소금커피25,휘낭시에20,얼그레이18,라떼7,맛108,만족도63,분위기31,서비스20,메뉴7,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
온오프연남,커피21,치즈12,라떼12,흑임자11,케이크9,맛56,만족도53,서비스23,분위기12,메뉴6,디저트가 맛있어요,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요
카페밀노,커피31,휘낭시에26,티라미수21,치즈19,케이크14,맛137,만족도83,서비스29,분위기29,목적6,디저트가 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요
Osds 연남,커피8,얼그레이1,플랫화이트1,라떼1,카페라떼1,만족도14,맛12,분위기6,서비스2,청결도1,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,사진이 잘 나와요
김보람 초콜릿 연남점,초콜릿281,생초콜릿98,얼그레이33,헤이즐넛16,수제초콜릿12,맛606,만족도362,서비스249,목적221,가격20,디저트가 맛있어요,친절해요,선물하기 좋아요,매장이 청결해요,특별한 메뉴가 있어요
더세컨드하우스,커피40,티라미수37,라떼29,크림라떼22,아몬드크림라떼22,맛77,만족도73,분위기47,서비스37,메뉴9,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요
모어쿠키,쿠키310,치즈38,커피32,크림치즈31,얼그레이16,맛363,만족도213,서비스49,목적43,메뉴24,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
벨라쿠키 연남,쿠키93,크림치즈4,치즈4,얼그레이4,우유4,맛136,만족도66,목적11,서비스10,가격6,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
카페하이웨스트 연남점,스콘14,케이크9,얼그레이6,커피5,토스트5,맛50,만족도37,분위기17,서비스13,가격5,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요
퀸넬브릴,커피15,타르트4,라떼4,젤리3,밀크티2,만족도40,맛33,분위기11,메뉴4,가격4,특별한 메뉴가 있어요,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요
코발트무드,케이크19,커피6,치즈2,치즈케이크2,아메리카노2,만족도33,맛30,분위기17,서비스6,메뉴3,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요
케익다방 연남점,케이크89,커피16,얼그레이7,레터링케이크6,도시락5,만족도133,맛67,서비스55,목적35,분위기27,친절해요,디저트가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,특별한 날 가기 좋아요
가스프,치즈18,커피16,케이크14,치즈케이크14,밀크티13,맛56,만족도36,분위기21,메뉴14,서비스13,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요
딥스,몽블랑55,타르트37,커피28,휘낭시에17,까눌레14,맛153,만족도114,분위기64,서비스45,메뉴11,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요
레끌라,피칸파이46,타르트6,커피6,초콜릿4,케이크3,맛92,만족도67,목적43,서비스30,예약3,디저트가 맛있어요,친절해요,빵이 맛있어요,매장이 청결해요,특별한 메뉴가 있어요
렌테,마카롱47,까눌레36,휘낭시에14,마들렌4,초콜릿3,맛67,만족도43,서비스42,목적9,가격2,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
니어바이카페,밀크티1,타로밀크티1,커피1,,,밀크티1,타로밀크티1,커피1,맛2,메뉴1,,,,,
카페 드 래빗,커피76,와인18,라떼17,휘낭시에16,티라미수7,만족도215,맛185,분위기106,전망28,서비스24,인테리어가 멋져요,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,뷰가 좋아요
보통공간,휘낭시에64,까눌레44,타르트24,에그타르트22,구움과자21,맛124,만족도98,서비스41,목적8,배달6,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
카페 시즈닝즈,커피48,요거트36,크로플31,그릭요거트16,치즈13,맛127,만족도99,분위기44,서비스40,메뉴5,디저트가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요,커피가 맛있어요
아사프,커피43,라떼27,아이스크림라떼10,아이스크림10,케이크6,맛86,만족도66,서비스33,분위기31,메뉴7,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
카페 시월,커피8,라떼6,에이드4,토스트2,요거트2,맛21,만족도18,서비스4,분위기4,가격2,커피가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요,음료가 맛있어요
해피니스인어데이,쿠키41,커피19,케이크13,치즈8,스콘5,맛91,만족도50,서비스31,분위기19,메뉴2,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
도 도넛,도넛154,커피25,크림브륄레17,티라미수9,커스터드6,맛181,만족도143,서비스32,목적30,분위기11,디저트가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요
ttotto cuisine,커피38,갈레트21,핸드드립16,드립커피15,아인슈페너4,맛45,만족도41,서비스23,분위기20,메뉴10,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,친절해요
환대,전골6,항정살6,떡볶이6,문어4,파스타4,맛51,만족도47,분위기22,서비스15,메뉴6,음식이 맛있어요,인테리어가 멋져요,술이 다양해요,친절해요,매장이 청결해요
아민 위샐러듀다이닝,뱅쇼209,샐러드190,와인74,라떼61,딸기라떼56,"맛1,903","만족도1,464",서비스792,음식량406,분위기399,음식이 맛있어요,특별한 메뉴가 있어요,재료가 신선해요,친절해요,인테리어가 멋져요
올루 에스프레소바,에스프레소71,커피67,콘파냐5,크로플4,아메리카노3,맛123,만족도82,서비스47,분위기23,가격10,커피가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요,음료가 맛있어요
아이니드케이크 연남점,케이크21,젤리20,에이드19,파르페3,커피2,만족도86,맛74,서비스31,분위기24,청결도2,음료가 맛있어요,친절해요,사진이 잘 나와요,특별한 메뉴가 있어요,디저트가 맛있어요
라프하우스,커피59,라떼26,케이크20,에이드13,아몬드크림라떼9,맛153,만족도119,분위기40,서비스36,목적8,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요
페브,에끌레어77,커피19,에이드9,밀크티9,아메리카노5,맛135,만족도82,분위기15,메뉴12,서비스10,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,친절해요,매장이 청결해요
해피벌스데이,치즈1,치즈케이크1,케이크1,티라미수1,커피1,치즈1,치즈케이크1,케이크1,티라미수1,커피1,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요
연남동벚꽃집,커피91,옥수수22,라떼22,에이드19,수박주스16,맛372,만족도311,분위기152,서비스62,메뉴17,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
루트77,,,,,,만족도1,,,,,,,,,
데얼커피,커피36,티라미수28,쿠키16,우유5,케이크5,맛90,만족도73,분위기16,서비스8,메뉴5,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
버우드,파스타43,에그베네딕트43,커피26,토스트22,프렌치토스트21,맛260,만족도196,분위기72,서비스53,음식량18,음식이 맛있어요,친절해요,재료가 신선해요,인테리어가 멋져요,특별한 메뉴가 있어요
언페어피스,커피15,애플파이4,브라우니4,아메리카노3,타르트3,맛41,만족도30,메뉴6,분위기4,서비스3,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,특별한 메뉴가 있어요
위치앤그레텔,바나나푸딩9,푸딩9,소금빵8,커피8,케이크6,맛25,만족도21,서비스15,분위기8,목적3,디저트가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요
채널오렌지,커피9,케이크7,치즈4,치즈케이크4,쿠키4,만족도38,맛26,분위기14,서비스9,목적2,인테리어가 멋져요,디저트가 맛있어요,친절해요,커피가 맛있어요,사진이 잘 나와요
테이블 연남,까눌레238,커피91,쿠키72,케이크67,치즈66,맛457,만족도313,서비스145,분위기133,메뉴17,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요
봄브레드,포카치아32,케이크24,브레드10,치즈7,바질3,맛70,만족도37,서비스30,메뉴4,음식량3,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요,메뉴 구성이 알차요
연남동 심리카페,,,,,,서비스90,예약7,편의・부대시설6,위치6,가격5,친절해요,대화하기 좋아요,집중하기 좋아요,컨셉이 독특해요,좌석이 편해요
궤도 연남,커피45,에스프레소8,라떼6,아이스크림2,아메리카노2,맛59,만족도41,서비스19,분위기9,가격4,커피가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,디저트가 맛있어요
루바브,파스타24,와인10,케이크9,팬케이크9,커피7,맛76,만족도62,서비스23,분위기8,메뉴7,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,재료가 신선해요,매장이 청결해요
로즈베리모어,케이크16,도시락케이크3,도시락3,레터링케이크2,치즈2,만족도21,맛18,목적4,서비스4,예약2,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,사진이 잘 나와요
세빠띠,까눌레9,커피8,마들렌7,케이크3,휘낭시에3,맛34,만족도22,서비스4,목적3,분위기2,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,매장이 청결해요,친절해요
탕후루Hub,,,,,,맛20,만족도11,과일8,음식량3,전망2,디저트가 맛있어요,가성비가 좋아요,특별한 메뉴가 있어요,친절해요,뷰가 좋아요
온플리크,크로플26,커피16,아이스크림10,라떼10,티라미수8,맛57,만족도41,서비스25,분위기12,메뉴2,디저트가 맛있어요,음료가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요
모닐이네하우스,쿠키22,케이크16,소금빵12,모찌10,스콘9,맛123,만족도92,서비스22,메뉴10,분위기4,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
필로앤소피아,다식15,녹차5,양갱3,안심1,맥주1,만족도57,서비스27,맛27,분위기8,예약3,차가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요,매장이 청결해요
어나더쉐어,커피30,케이크8,쿠키8,치즈케이크7,치즈6,맛61,만족도39,서비스22,분위기15,메뉴3,커피가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요,대화하기 좋아요
메리고라운드 연남점,케이크56,커피52,컵케이크30,라떼26,타르트14,맛231,만족도204,서비스103,분위기66,메뉴9,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
프롬헤라스 연남,커피63,드립백3,드립커피3,우유3,브루잉커피2,만족도62,맛55,서비스34,목적5,메뉴5,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
포스트 케이크,케이크359,치즈29,크림치즈28,레터링케이크19,주문제작케이크13,만족도472,맛248,서비스236,목적148,분위기13,친절해요,디저트가 맛있어요,선물하기 좋아요,주문제작을 잘해줘요,특별한 메뉴가 있어요
로제드미네,와인29,파스타5,로제떡볶이3,떡볶이3,샹그리아2,만족도41,맛31,서비스22,분위기10,메뉴2,음식이 맛있어요,인테리어가 멋져요,친절해요,술이 다양해요,특별한 메뉴가 있어요
프리즘연남,와플40,크로플40,와인21,커피21,아이스크림12,만족도119,맛112,분위기45,서비스30,메뉴17,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,커피가 맛있어요,매장이 청결해요
무유무유,커피7,라떼1,바닐라빈라떼1,,,커피7,라떼1,바닐라빈라떼1,만족도76,맛11,친절해요,매장이 청결해요,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요
비터,초콜릿93,커피66,수제초콜릿36,아이스크림25,브라우니21,맛186,만족도130,서비스69,분위기43,목적34,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요
지구샵 제로웨이스트홈,쿠키1,케이크1,당근케이크1,브레드1,에그타르트1,만족도85,서비스16,가격8,맛6,목적3,친절해요,매장이 청결해요,인테리어가 멋져요,특별한 메뉴가 있어요,빵이 맛있어요
부트 카페 연남,커피32,라떼13,밀크티1,아메리카노1,,커피32,라떼13,밀크티1,아메리카노1,맛34,커피가 맛있어요,인테리어가 멋져요,친절해요,사진이 잘 나와요,매장이 청결해요
차니베어스테이션,컵케이크20,케이크17,커피8,라떼6,파르페3,만족도77,맛46,분위기23,서비스16,목적7,인테리어가 멋져요,친절해요,디저트가 맛있어요,사진이 잘 나와요,특별한 메뉴가 있어요
르누아즈,커피23,케이크17,타르트10,스콘8,아메리카노6,맛127,만족도80,서비스16,분위기11,메뉴7,디저트가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요
플리퍼스 연남점,수플레24,케이크12,팬케이크8,푸딩5,과일5,맛38,만족도22,서비스7,분위기5,가격5,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,대화하기 좋아요
호안끼엠,빙수71,망고빙수41,커피30,딸기빙수11,라떼8,맛113,만족도77,서비스30,분위기26,가격4,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,커피가 맛있어요
다레젤라또 연남점,젤라또77,아이스크림25,흑임자12,얼그레이7,밀크티7,맛152,만족도68,서비스31,메뉴14,음식량3,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
1994SEOUL,,,,,,만족도8,맛3,약과2,다식2,서비스2,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요,디저트가 맛있어요,음료가 맛있어요
꾸다방,커피46,휘낭시에17,라떼15,치즈6,크림라떼5,맛97,만족도58,분위기23,서비스21,전망2,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,대화하기 좋아요
페어리 하우스,커피2,샌드위치1,아메리카노1,케이크1,에이드1,커피2,샌드위치1,아메리카노1,케이크1,에이드1,,,,,
카페늘보,,,,,,만족도26,서비스16,맛6,에이드5,분위기2,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,집중하기 좋아요,커피가 맛있어요
바림케이크,쿠키22,타르트22,케이크20,치즈19,콘치즈13,맛73,만족도55,서비스33,분위기13,가격3,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
리이슈커피로스터스,커피17,라떼17,휘낭시에2,에스프레소1,바닐라라떼1,맛24,만족도17,서비스4,분위기3,청결도1,커피가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,음료가 맛있어요
다르 에스프레소바,커피65,에스프레소25,라떼22,케이크9,핸드드립7,맛65,만족도56,서비스26,분위기20,메뉴5,커피가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,디저트가 맛있어요
미로베이크,커피11,케이크10,푸딩7,바나나푸딩6,타르트6,맛59,만족도36,서비스8,메뉴7,목적5,디저트가 맛있어요,친절해요,커피가 맛있어요,빵이 맛있어요,매장이 청결해요
데일리라운드,토스트27,파스타21,프렌치토스트18,샐러드18,커피12,맛199,만족도182,분위기91,서비스30,음식량16,음식이 맛있어요,친절해요,인테리어가 멋져요,재료가 신선해요,특별한 메뉴가 있어요
서울도넛츠 연남점,도넛25,꽈배기13,커피4,우유3,초콜릿3,맛108,만족도55,서비스20,가격4,분위기2,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,가성비가 좋아요,커피가 맛있어요
부빵,소금빵12,커피5,아메리카노3,샌드위치3,바게트3,맛59,만족도55,서비스21,분위기14,메뉴10,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 청결해요
텐더리커피앤디저트,커피24,소금빵19,라떼11,아인슈페너5,파운드케이크4,맛52,만족도38,서비스17,분위기15,전망6,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,친절해요,매장이 청결해요
플레이버리,커피18,휘낭시에15,소금빵13,쿠키12,브라우니5,맛84,만족도72,서비스32,분위기17,목적7,디저트가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요,커피가 맛있어요
야미양 글루텐프리 공방카페,쿠키68,커피23,라떼12,마들렌7,약과6,만족도124,맛121,분위기50,서비스49,목적8,디저트가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,커피가 맛있어요
카페몽슈슈 연남점,케이크8,커피7,롤케이크5,도지마롤5,밀크티4,맛43,만족도38,서비스19,분위기9,목적7,빵이 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,인테리어가 멋져요
연남동콤부차,뱅쇼4,라떼4,찹쌀떡3,커피3,흑임자2,맛47,만족도30,서비스14,분위기5,목적2,음료가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,매장이 청결해요
마카롱롱롱,마카롱36,얼그레이6,커피4,밀크티3,흑임자2,맛50,만족도29,서비스10,목적5,메뉴3,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
데저트,쿠키12,푸딩6,치즈3,치즈케이크3,케이크3,만족도24,맛23,분위기7,서비스5,가격3,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
필엣필즈,커피15,치즈15,소금빵12,케이크11,치즈포테이토10,맛148,만족도92,서비스19,목적15,메뉴8,디저트가 맛있어요,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
얼웨이즈스프링,케이크31,휘낭시에18,크림브륄레15,커피13,딸기케이크4,맛65,만족도50,서비스19,분위기15,목적5,디저트가 맛있어요,친절해요,커피가 맛있어요,매장이 청결해요,특별한 메뉴가 있어요
멜티스트,휘낭시에10,케이크6,커피5,스콘4,푸딩2,맛21,만족도18,서비스8,분위기4,메뉴2,디저트가 맛있어요,인테리어가 멋져요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요
와이와이와이 그릭요거트 연남,요거트185,그릭요거트104,커피61,과일40,흑임자38,맛197,만족도132,서비스44,분위기29,음식량9,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
컴포넌트 커피,커피56,휘낭시에41,라떼35,크림라떼26,에이드7,만족도100,맛97,분위기40,서비스22,메뉴9,인테리어가 멋져요,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,사진이 잘 나와요
월에버,커피16,치즈케이크5,치즈5,케이크4,바스크치즈케이크4,맛19,만족도16,서비스14,분위기4,메뉴2,커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요
메종미하벨,케이크8,수제케이크2,과일2,,,케이크8,수제케이크2,과일2,만족도11,맛11,,,,,
백종명화이트커피,커피24,아메리카노3,바닐라라떼2,라떼2,크로플2,만족도27,맛25,분위기3,서비스2,메뉴2,커피가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요
거니노룰즈,소금빵107,커피22,크로와상11,아메리카노7,식빵6,맛122,만족도76,서비스30,분위기5,목적5,빵이 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요,가성비가 좋아요
카페 드 루왁,커피103,휘낭시에34,마카롱34,에스프레소19,라떼15,만족도83,맛80,서비스28,분위기27,메뉴6,커피가 맛있어요,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요
애몽,젤리5,푸딩5,과일4,파르페4,곤약젤리1,만족도12,맛6,서비스3,분위기3,방역1,디저트가 맛있어요,특별한 메뉴가 있어요,사진이 잘 나와요,커피가 맛있어요,친절해요
레드애플 연남점,애플파이60,커피20,우유12,쿠키6,옥수수4,맛144,만족도84,서비스21,분위기18,메뉴9,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요,매장이 청결해요
오테라부띠끄,마카롱47,커피39,쿠키7,라떼4,초콜릿2,맛94,만족도59,서비스45,분위기17,목적9,친절해요,매장이 청결해요,커피가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요
카페 세화,,,,,,서비스6,맛6,만족도5,편의・부대시설2,분위기1,음료가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,커피가 맛있어요
얀 yawn,크로플11,커피9,아이스크림6,밀크티5,흑임자4,맛48,만족도44,서비스21,분위기17,메뉴7,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,대화하기 좋아요
카페 어쿠스틱,커피19,라떼9,티라미수6,에이드6,하이볼5,만족도54,맛45,분위기21,서비스19,가격5,커피가 맛있어요,친절해요,음료가 맛있어요,대화하기 좋아요,디저트가 맛있어요
판초,토스트20,프렌치토스트15,샌드위치14,얼그레이13,커피7,맛49,만족도48,서비스29,분위기11,메뉴7,친절해요,음식이 맛있어요,인테리어가 멋져요,재료가 신선해요,매장이 청결해요
카페 뷰66 미호점,커피981,라떼162,아메리카노38,크림라떼33,핸드드립32,"만족도1,606","맛1,405",전망503,분위기236,서비스162,뷰가 좋아요,커피가 맛있어요,디저트가 맛있어요,주차하기 편해요,친절해요
쥬리스 크림하우스,,,,,,과일1,푸딩1,맛1,만족도1,,,,,,
로스팅마스터즈 연남점,초콜릿17,커피17,라떼5,초코라떼2,아메리카노2,맛44,만족도23,서비스15,가격5,메뉴3,커피가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,친절해요,매장이 청결해요
오랑제뜨22,타르트14,크로플9,커피9,라떼7,과일4,만족도63,맛55,서비스23,분위기14,가격6,디저트가 맛있어요,인테리어가 멋져요,친절해요,커피가 맛있어요,음료가 맛있어요
유메이크쿠키,쿠키20,소금빵9,커피5,치즈4,케이크4,맛22,만족도18,서비스11,메뉴3,위치2,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,커피가 맛있어요
왓어버터,잠봉뵈르95,커피65,샌드위치22,토스트20,라떼19,맛243,만족도204,서비스62,분위기33,메뉴24,인테리어가 멋져요,특별한 메뉴가 있어요,디저트가 맛있어요,친절해요,커피가 맛있어요
아트클로버,,,,,,서비스11,맛8,분위기6,만족도6,즐길거리4,인테리어가 멋져요,커피가 맛있어요,친절해요,사진이 잘 나와요,매장이 청결해요
