,code,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
빽다방 연희삼거리점,1311192596.0,아메리카노3,커피2,미숫가루2,라떼2,우유1,만족도18,서비스15,맛12,분위기1,메뉴1,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,디저트가 맛있어요
마룬,35977819.0,커피10,라떼2,캐모마일1,핸드드립1,드립커피1,만족도16,맛15,서비스11,분위기5,목적1,커피가 맛있어요,친절해요,대화하기 좋아요,음료가 맛있어요,매장이 청결해요
팔레트샐러드 연희점,1212605834.0,샐러드78,연어20,고기17,커피13,바질9,맛135,만족도96,음식량32,서비스26,분위기20,음식이 맛있어요,재료가 신선해요,친절해요,양이 많아요,인테리어가 멋져요
사루비아다방,198726407.0,,,,,,,,,,,,,,,
에쏘하우스,35031928.0,커피80,라떼15,바닐라라떼9,아이스크림8,비엔나커피3,맛90,만족도54,서비스16,메뉴9,청결도1,커피가 맛있어요,친절해요,음료가 맛있어요,가성비가 좋아요,매장이 청결해요
연희롱블랙,1944434824.0,,,,,,맛3,커피2,만족도2,아메리카노1,,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,음식이 빨리 나와요,친절해요
이디야커피 서대문구청점,1207535641.0,커피9,라떼6,치즈2,흑임자2,토피넛라떼2,만족도76,맛46,서비스17,청결도3,분위기2,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요,가성비가 좋아요
가비노,1283239259.0,,,,,,만족도4,커피2,맛1,서비스1,,친절해요,대화하기 좋아요,음료가 맛있어요,커피가 맛있어요,좌석이 편해요
카페로이,1357275594.0,커피26,라떼4,아이스크림1,아포가토1,카페라떼1,맛33,만족도21,서비스5,가격3,분위기2,커피가 맛있어요,친절해요,음료가 맛있어요,가성비가 좋아요,대화하기 좋아요
전통찻집다향,36547602.0,,,,,,,,,,,,,,,
더 미디엄,19449292.0,,,,,,,,,,,,,,,
무무인서울,1590785961.0,,,,,,만족도2,목적2,슈톨렌1,맛1,서비스1,,,,,
허니도우연희점,1257089355.0,도넛3,우유1,얼그레이1,,,도넛3,우유1,얼그레이1,맛4,만족도4,,,,,
카페도비,1140252547.0,,,,,,맛5,커피3,라떼2,서비스2,만족도1,,,,,
MUSEUM CAFE,1887301004.0,,,,,,,,,,,,,,,
로덴드론 연희3호점,1588257798.0,커피5,케이크2,파스타2,아인슈페너1,쥬스1,만족도18,맛15,서비스5,음식량2,주차1,매장이 넓어요,음식이 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
템테이션,33239014.0,,,,,,,,,,,,,,,
푸어린,1427196233.0,커피5,토스트2,라떼1,팬케이크1,케이크1,커피5,토스트2,라떼1,팬케이크1,케이크1,,,,,
노란손수건커피 본점,20388986.0,라떼2,녹차라떼2,녹차2,커피1,,라떼2,녹차라떼2,녹차2,커피1,만족도6,,,,,
유어브레드,1015572082.0,,,,,,,,,,,,,,,
Sous Le Theier,1470436838.0,,,,,,,,,,,,,,,
리치웰 서대문자연사점,1420386934.0,커피8,샌드위치4,아이스크림1,수박주스1,젤리1,만족도88,맛16,서비스9,가격5,위치3,친절해요,커피가 맛있어요,매장이 청결해요,음료가 맛있어요,가성비가 좋아요
IGWA,233967213.0,,,,,,맛1,,,,,,,,,
LUMOS cake,1084281645.0,,,,,,,,,,,,,,,
다이어트랩 연희점,1940804896.0,,,,,,,,,,,,,,,
CO끼리,1990953407.0,,,,,,,,,,,,,,,
부향식품,18257972.0,,,,,,,,,,,,,,,
브레디포스트 연남점,1618240240.0,프레즐48,커피38,샌드위치7,밀크티5,치즈5,맛94,만족도90,분위기43,서비스14,메뉴11,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,인테리어가 멋져요,사진이 잘 나와요
커피 벌스데이,1213231016.0,케이크135,커피79,라떼27,레몬케이크18,얼그레이16,맛225,만족도186,분위기60,서비스44,메뉴25,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요
팽페르뒤,1300378937.0,토스트163,프렌치토스트107,커피80,라떼17,커스터드17,맛222,만족도141,서비스116,분위기39,가격4,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요
으믐,1888210838.0,커피21,아이스크림6,아메리카노3,타르트3,우유1,만족도26,맛22,분위기5,서비스5,목적2,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요
만동제과,1038526987.0,마늘바게트758,바게트716,마늘빵328,베이글274,카푸치노174,"맛1,645",만족도853,서비스339,대기시간86,메뉴49,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,가성비가 좋아요
코코로카라,1601437484.0,푸딩682,케이크182,마들렌116,치즈94,바나나푸딩71,"맛1,076",만족도748,서비스155,메뉴77,분위기76,특별한 메뉴가 있어요,빵이 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
카페 공명 연남점,1176845784.0,스콘251,커피168,라떼75,우유49,밀크티39,맛629,만족도478,분위기171,메뉴67,서비스64,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,대화하기 좋아요
라헬의부엌 홍대점,1968041382.0,수플레352,케이크105,팬케이크83,수플레팬케이크51,아이스크림45,맛556,만족도353,분위기100,서비스64,메뉴45,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,커피가 맛있어요
아오이토리,34658234.0,야끼소바빵202,메론빵165,야끼소바138,바게트67,새우67,맛806,만족도450,서비스71,가격49,메뉴32,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,가성비가 좋아요,매장이 청결해요
PITC,1403632278.0,커피71,케이크13,치즈12,치즈케이크11,아이스크림10,만족도169,맛140,분위기76,서비스15,가격10,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,커피가 맛있어요,특별한 메뉴가 있어요
바나나하루키,37468319.0,케이크113,커피20,레몬케이크15,얼그레이7,라떼5,맛142,만족도83,서비스16,분위기15,메뉴6,디저트가 맛있어요,음료가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요
고요베이크샵,1176174041.0,소금빵157,치즈139,쿠키126,케이크121,스콘101,맛642,만족도435,서비스106,분위기52,가격21,디저트가 맛있어요,친절해요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요
마크스로프트,1130943497.0,커피39,타르트25,케이크13,라떼8,소금빵8,맛103,만족도82,분위기38,서비스11,메뉴7,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,음료가 맛있어요
스트로베리32 연남본점,1299745145.0,케이크312,딸기케이크95,과일26,우유21,딸기우유8,맛602,만족도392,서비스88,목적62,예약52,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,디저트가 맛있어요
베베베 신촌점,1476308702.0,베이글41,커피10,치즈9,크림치즈8,프레즐5,맛67,만족도58,서비스9,분위기9,메뉴7,빵이 맛있어요,사진이 잘 나와요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요
슈크렌느,1256673550.0,커피14,과일8,바질8,애플파이7,홍차7,맛85,만족도66,서비스30,분위기20,음식량6,디저트가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요
파이인더샵,1166022931.0,커피119,케이크58,라떼51,치즈47,치즈케이크25,맛592,만족도479,분위기137,서비스63,메뉴60,디저트가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,커피가 맛있어요,사진이 잘 나와요
943 킹스크로스CAFE,1883832743.0,맥주49,커피46,케이크39,스무디26,에이드20,만족도861,맛309,분위기269,가격87,서비스79,인테리어가 멋져요,특별한 메뉴가 있어요,사진이 잘 나와요,음료가 맛있어요,커피가 맛있어요
일쩜오플로어,38015815.0,마카롱60,과일29,케이크28,뚱카롱20,커피10,맛143,만족도85,서비스22,가격11,목적9,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,음료가 맛있어요
철부지붕어빠,1168064769.0,커피5,붕어1,아메리카노1,에스프레소1,슈크림빵1,맛20,서비스12,만족도11,분위기3,대기시간1,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,가성비가 좋아요
파이홀,21306384.0,얼그레이90,커피67,타르트66,쿠키41,스콘40,맛801,만족도434,분위기63,서비스54,메뉴37,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,인테리어가 멋져요
하우에버 연남,1865456225.0,"카스테라1,209",커피370,라떼114,우유93,아인슈페너60,"만족도2,382","맛2,166",분위기898,서비스299,메뉴95,인테리어가 멋져요,디저트가 맛있어요,특별한 메뉴가 있어요,사진이 잘 나와요,커피가 맛있어요
표정,1215983970.0,케이크324,구겔호프190,커피105,초코케이크41,얼그레이16,맛474,만족도458,목적201,서비스108,분위기43,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
츄로101 홍대본점,36398891.0,츄러스132,아이스크림27,치즈11,크림치즈11,커피5,맛291,만족도108,서비스22,대기시간9,가격6,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,가성비가 좋아요,커피가 맛있어요
앤티크커피 연남점,1310686440.0,커피840,크로와상241,스콘195,라떼157,케이크139,"맛1,419","만족도1,092",분위기324,서비스202,메뉴139,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,음료가 맛있어요
오퍼 카페,1703190567.0,커피468,소금빵199,라떼197,에이드65,치즈59,"맛1,168","만족도1,020",분위기462,메뉴159,서비스134,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,음료가 맛있어요,매장이 청결해요
서울페이스트리 연남점,37992103.0,도넛67,커피53,아메리카노15,우유13,녹차12,맛365,만족도188,서비스41,분위기28,목적13,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,인테리어가 멋져요
르바게트 메종,1497090871.0,바게트41,치즈11,크림치즈9,커피8,바질6,맛49,만족도33,분위기8,서비스7,메뉴5,빵이 맛있어요,인테리어가 멋져요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요
카페 레이어드 연남점,1500504643.0,스콘252,케이크140,커피84,얼그레이35,치즈22,맛463,만족도341,분위기92,서비스45,메뉴36,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,사진이 잘 나와요
그루밍커피,1689239430.0,스콘16,커피15,케이크11,라떼3,얼그레이3,맛34,만족도21,서비스11,분위기6,예약2,디저트가 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요
펠른,1729088578.0,커피478,위스키78,더치커피24,마카롱10,드립커피9,만족도862,맛415,서비스356,분위기178,목적75,커피가 맛있어요,특별한 메뉴가 있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요
청수당공명,1910633529.0,커피176,수플레133,우유65,케이크37,카스테라32,만족도518,맛441,분위기285,가격33,서비스31,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,음료가 맛있어요,커피가 맛있어요
코티지블루,1612839292.0,파스타22,토스트20,커피16,프렌치토스트14,치즈8,맛67,만족도64,분위기31,서비스22,메뉴8,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,디저트가 맛있어요,친절해요
랜디스도넛 연남점,1543986977.0,"도넛1,552",커피117,초콜릿24,민트초코22,아메리카노21,"맛2,676","만족도1,326",서비스241,대기시간160,메뉴77,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
마가렛 연남,1493242469.0,케이크117,커피107,스콘43,치즈23,타르트19,맛405,만족도295,분위기76,서비스47,메뉴39,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
버터베이커리,38420402.0,바게트130,앙버터51,케이크47,치아바타45,치즈42,맛681,만족도310,서비스61,메뉴26,음식량18,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,가성비가 좋아요
훌리건 커피,1751254128.0,갈레트101,커피99,라떼37,흑임자37,아이스크림25,맛330,만족도256,분위기129,서비스90,메뉴33,인테리어가 멋져요,디저트가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요
베이크 샵 하벳,1367299797.0,케이크12,커피4,치즈케이크2,치즈2,카페라떼1,맛18,만족도9,분위기6,서비스3,메뉴2,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,사진이 잘 나와요
모리노코,1914086649.0,커피10,과일6,케이크3,아이스티2,아메리카노2,만족도47,맛36,서비스15,분위기13,위치1,인테리어가 멋져요,친절해요,디저트가 맛있어요,사진이 잘 나와요,음료가 맛있어요
치플레,1383128698.0,치즈370,케이크318,치즈케이크249,수플레127,밀크티69,"맛2,335","만족도1,877",서비스712,목적673,분위기342,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,인테리어가 멋져요
17도씨,35453402.0,초콜릿94,빙수84,초코빙수40,아이스크림38,초코아이스크림16,맛222,만족도119,서비스32,목적19,가격9,디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,친절해요,커피가 맛있어요
카페드댕,1653541790.0,커피91,휘낭시에29,치즈12,애플시나몬11,라떼10,맛191,만족도154,분위기83,서비스31,메뉴27,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
리히트,35751361.0,케이크585,당근케이크46,우유24,밀크티22,도시락케이크19,맛592,만족도502,목적139,서비스87,예약56,디저트가 맛있어요,특별한 메뉴가 있어요,선물하기 좋아요,친절해요,가성비가 좋아요
하우스오브바이닐 연남점,1602152491.0,커피15,카스테라3,라떼3,에이드2,카푸치노1,만족도32,맛22,분위기19,서비스5,가격1,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요,음악이 좋아요,사진이 잘 나와요
더세컨드하우스,1154933297.0,커피40,티라미수37,라떼29,크림라떼22,아몬드크림라떼22,맛77,만족도73,분위기47,서비스37,메뉴9,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요
오버딥,1346475243.0,마들렌68,커피58,라떼28,크림라떼15,에이드11,만족도189,맛163,분위기82,서비스23,메뉴8,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,커피가 맛있어요,컨셉이 독특해요
